soil_moisture,temperature,humidity,soil_type,season,recommended_crop
84.6,32.7,73.0,clay_loam,kharif,sugarcane
22.2,11.7,39.3,sandy,rabi,mustard
29.6,18.8,63.3,clay_loam,rabi,chickpea
30.8,12.4,55.3,loamy,rabi,mustard
79.0,29.8,83.8,clay_loam,kharif,sugarcane
52.9,26.9,57.5,loamy,kharif,sunflower
36.7,21.7,45.8,clay_loam,rabi,chickpea
30.8,13.6,47.5,loamy,rabi,mustard
44.4,22.5,72.9,clay_loam,rabi,wheat
88.9,27.0,77.8,clay,kharif,rice
43.4,17.4,59.7,clay_loam,rabi,wheat
64.1,28.2,61.2,loamy,kharif,maize
60.8,16.1,58.3,clay_loam,rabi,wheat
36.5,14.0,56.7,sandy,rabi,mustard
72.0,26.2,87.9,clay_loam,kharif,sugarcane
74.3,29.7,87.8,clay,kharif,sugarcane
35.3,24.3,57.8,loamy,rabi,chickpea
44.9,15.3,51.6,sandy,rabi,mustard
48.6,18.7,56.3,loamy,rabi,chickpea
82.4,28.5,81.3,silty,kharif,rice
53.2,29.8,67.8,clay_loam,kharif,maize
57.2,16.7,64.9,clay_loam,rabi,wheat
66.0,22.1,80.4,clay_loam,kharif,maize
46.5,23.4,58.5,clay_loam,rabi,wheat
48.6,22.7,63.1,silty,rabi,wheat
40.7,33.4,63.1,sandy,kharif,cotton
90.8,25.0,76.3,silty,kharif,rice
44.1,18.9,64.7,loamy,rabi,wheat
47.2,22.0,62.9,sandy,kharif,sunflower
60.9,26.2,66.4,clay_loam,kharif,maize
56.6,23.1,56.8,loamy,kharif,sunflower
37.4,36.6,58.8,loamy,kharif,cotton
65.8,26.1,74.7,clay_loam,kharif,sugarcane
61.0,31.2,57.2,clay_loam,kharif,maize
76.5,32.7,79.6,clay,kharif,sugarcane
49.8,16.1,65.8,silty,rabi,wheat
38.8,20.0,62.6,clay_loam,rabi,wheat
72.3,28.2,79.6,clay_loam,kharif,sugarcane
33.6,32.1,48.6,loamy,kharif,cotton
58.1,30.6,78.1,clay,kharif,sugarcane
35.6,16.0,54.5,sandy,rabi,mustard
45.1,22.3,65.1,sandy,kharif,sunflower
72.4,26.2,75.4,clay,kharif,sugarcane
80.4,32.1,81.0,clay,kharif,sugarcane
33.1,13.0,53.8,sandy,rabi,mustard
58.7,32.2,80.1,clay_loam,kharif,maize
57.7,20.9,57.5,loamy,kharif,sunflower
89.9,30.3,80.8,clay,kharif,rice
51.7,22.2,65.0,sandy,kharif,sunflower
32.7,15.3,59.3,loamy,rabi,chickpea
77.0,29.9,78.6,clay,kharif,rice
33.1,21.3,46.2,loamy,rabi,chickpea
41.4,24.0,62.3,clay_loam,rabi,wheat
81.1,31.9,81.1,silty,kharif,rice
67.5,30.9,72.0,clay_loam,kharif,maize
43.6,14.8,47.7,loamy,rabi,mustard
59.3,26.6,67.7,sandy,kharif,sunflower
33.7,19.5,55.6,clay_loam,rabi,chickpea
83.8,34.7,80.2,clay_loam,kharif,sugarcane
56.6,26.0,68.5,sandy,kharif,sunflower
54.1,21.6,63.3,silty,rabi,wheat
39.7,18.8,47.4,clay_loam,rabi,chickpea
43.3,31.0,62.7,sandy,kharif,sunflower
81.5,29.1,85.7,clay,kharif,sugarcane
41.8,21.5,62.3,loamy,rabi,chickpea
66.2,23.4,70.3,clay_loam,kharif,sugarcane
94.6,30.9,77.2,clay,kharif,rice
84.8,32.0,79.2,clay_loam,kharif,sugarcane
58.5,29.4,71.6,clay_loam,kharif,maize
41.5,21.9,58.0,loamy,kharif,sunflower
40.2,23.0,63.7,clay_loam,rabi,wheat
63.2,32.7,67.9,clay_loam,kharif,sugarcane
73.9,35.6,82.6,clay,kharif,rice
50.6,17.3,64.3,loamy,rabi,wheat
43.1,22.9,60.0,loamy,kharif,sunflower
33.3,19.9,47.7,sandy,rabi,mustard
60.6,23.3,60.1,loamy,kharif,sunflower
45.6,13.0,67.0,clay_loam,rabi,wheat
72.8,36.1,73.0,silty,kharif,rice
55.9,24.2,63.1,clay_loam,kharif,maize
49.0,15.7,49.6,clay_loam,rabi,chickpea
39.9,23.0,61.2,sandy,kharif,sunflower
38.8,21.3,65.7,loamy,kharif,sunflower
81.5,26.5,86.2,clay,kharif,sugarcane
49.7,20.5,52.2,silty,rabi,wheat
30.6,18.3,53.2,sandy,rabi,mustard
50.2,18.9,50.3,clay_loam,rabi,wheat
88.2,28.0,76.7,clay,kharif,rice
41.5,21.1,66.7,clay_loam,rabi,wheat
57.5,14.1,60.9,clay_loam,rabi,wheat
35.1,18.1,59.3,clay_loam,rabi,chickpea
25.5,15.0,51.8,loamy,rabi,mustard
40.5,14.2,52.4,loamy,rabi,mustard
33.0,31.9,63.5,loamy,kharif,cotton
53.7,21.1,70.0,silty,rabi,wheat
47.7,35.6,55.3,loamy,kharif,cotton
39.0,13.0,41.5,loamy,rabi,mustard
32.1,11.2,51.1,sandy,rabi,mustard
89.1,30.2,79.1,clay,kharif,rice
61.1,32.5,76.2,clay_loam,kharif,sugarcane
56.1,28.1,61.0,loamy,kharif,sunflower
51.3,24.5,56.2,silty,rabi,wheat
42.9,23.1,60.2,sandy,kharif,sunflower
52.0,23.2,58.1,loamy,kharif,sunflower
31.9,34.2,55.9,loamy,kharif,cotton
57.1,23.6,69.3,clay_loam,kharif,maize
42.1,24.5,60.5,clay_loam,rabi,chickpea
56.4,26.9,59.3,sandy,kharif,sunflower
45.2,19.7,58.4,loamy,rabi,wheat
67.8,24.5,66.5,loamy,kharif,maize
59.0,25.3,74.6,loamy,kharif,maize
62.7,32.9,73.6,clay_loam,kharif,sugarcane
40.9,21.0,40.7,loamy,rabi,mustard
33.7,27.3,56.9,sandy,kharif,cotton
42.7,16.7,60.8,loamy,rabi,chickpea
33.1,30.9,50.7,sandy,kharif,cotton
57.5,24.8,78.4,loamy,kharif,maize
32.8,35.4,55.2,loamy,kharif,cotton
64.9,22.6,64.5,clay_loam,kharif,maize
70.4,30.8,78.9,clay,kharif,rice
42.9,32.4,51.1,loamy,kharif,cotton
61.6,27.0,66.8,loamy,kharif,maize
69.6,28.4,73.0,clay,kharif,sugarcane
86.2,31.4,78.5,clay,kharif,sugarcane
56.7,27.1,54.9,loamy,kharif,sunflower
53.3,15.8,67.9,clay_loam,rabi,wheat
50.4,20.2,72.4,clay_loam,kharif,maize
42.5,26.1,61.0,loamy,kharif,cotton
73.3,32.4,81.7,silty,kharif,rice
37.9,18.6,40.9,loamy,rabi,mustard
69.0,31.8,81.9,clay_loam,kharif,sugarcane
52.7,25.4,60.4,loamy,kharif,sunflower
37.6,16.0,53.6,clay_loam,rabi,wheat
53.6,32.3,64.1,sandy,kharif,cotton
88.6,24.3,93.0,silty,kharif,rice
37.7,8.7,37.7,loamy,rabi,mustard
47.4,21.2,54.2,loamy,rabi,wheat
73.6,27.2,76.2,clay_loam,kharif,sugarcane
66.5,24.1,59.4,loamy,kharif,maize
50.0,21.0,60.3,loamy,rabi,wheat
57.6,15.1,54.5,loamy,rabi,wheat
46.1,25.9,68.5,loamy,kharif,sunflower
77.9,34.0,81.0,clay,kharif,sugarcane
50.9,21.8,69.3,clay_loam,rabi,wheat
56.9,17.3,56.4,loamy,rabi,wheat
59.5,22.4,71.8,loamy,kharif,maize
54.6,16.1,69.1,clay_loam,rabi,wheat
66.5,34.1,74.8,clay_loam,kharif,sugarcane
68.7,30.1,77.0,clay_loam,kharif,sugarcane
58.0,21.7,78.0,loamy,kharif,maize
35.5,16.9,45.1,sandy,rabi,mustard
53.5,21.0,72.6,clay_loam,kharif,maize
33.9,28.7,57.9,loamy,kharif,cotton
73.2,29.6,81.2,clay,kharif,sugarcane
50.5,25.6,68.1,sandy,kharif,sunflower
77.6,34.8,77.7,silty,kharif,rice
39.9,29.8,52.8,loamy,kharif,cotton
83.7,26.3,85.1,clay,kharif,rice
21.5,14.3,59.1,sandy,rabi,mustard
27.0,15.6,56.8,sandy,rabi,mustard
47.0,26.7,56.0,sandy,kharif,sunflower
59.4,23.6,69.1,clay_loam,kharif,maize
45.4,14.6,60.1,clay_loam,rabi,chickpea
42.2,22.8,71.7,clay_loam,rabi,wheat
34.4,29.1,59.9,loamy,kharif,cotton
34.3,37.3,47.6,loamy,kharif,cotton
66.8,23.2,64.5,loamy,kharif,maize
76.9,27.6,76.1,clay,kharif,sugarcane
49.7,21.6,58.1,sandy,kharif,sunflower
49.2,24.7,60.5,loamy,rabi,chickpea
38.8,18.6,53.6,loamy,rabi,chickpea
54.2,19.9,76.6,clay_loam,kharif,maize
51.3,32.6,52.2,sandy,kharif,cotton
52.6,22.3,53.2,loamy,rabi,wheat
47.6,14.9,47.1,loamy,rabi,chickpea
40.6,36.5,59.9,loamy,kharif,cotton
42.4,24.0,61.2,clay_loam,rabi,wheat
72.9,28.5,94.0,clay,kharif,rice
49.3,23.6,58.5,clay_loam,rabi,chickpea
60.1,24.4,80.0,loamy,kharif,maize
75.0,34.9,79.8,clay,kharif,rice
80.4,32.0,74.3,clay,kharif,rice
49.8,20.7,54.8,sandy,kharif,sunflower
45.3,27.0,54.4,loamy,kharif,sunflower
31.9,36.7,58.5,loamy,kharif,cotton
43.4,18.3,49.9,sandy,rabi,mustard
40.3,16.7,49.4,loamy,rabi,mustard
51.8,22.9,52.5,silty,rabi,wheat
76.5,29.6,86.0,clay,kharif,rice
49.2,15.4,61.5,loamy,rabi,chickpea
50.3,21.0,65.5,clay_loam,rabi,wheat
36.7,15.7,53.3,loamy,rabi,chickpea
27.4,14.9,43.5,sandy,rabi,mustard
84.2,34.0,83.7,clay,kharif,rice
65.3,32.4,76.5,clay,kharif,sugarcane
47.3,19.1,55.8,loamy,rabi,chickpea
34.6,31.4,56.2,loamy,kharif,cotton
61.9,33.2,75.0,clay_loam,kharif,sugarcane
74.0,27.2,76.6,clay,kharif,sugarcane
79.9,25.6,77.6,clay,kharif,sugarcane
37.4,34.5,58.6,sandy,kharif,cotton
68.1,29.3,85.8,clay_loam,kharif,sugarcane
78.6,26.3,75.4,clay,kharif,sugarcane
40.9,27.5,52.4,loamy,kharif,sunflower
49.8,24.9,68.3,sandy,kharif,sunflower
25.1,14.0,49.5,sandy,rabi,mustard
65.9,24.6,71.0,loamy,kharif,maize
33.2,15.1,61.3,loamy,rabi,chickpea
42.1,24.4,57.7,sandy,kharif,sunflower
39.1,16.2,52.0,loamy,rabi,chickpea
58.4,22.0,62.0,silty,rabi,wheat
81.4,22.7,80.0,clay,kharif,rice
42.2,19.3,65.1,clay_loam,rabi,wheat
56.1,26.9,69.6,loamy,kharif,maize
38.7,16.6,60.6,clay_loam,rabi,wheat
59.6,33.3,81.5,clay,kharif,sugarcane
72.6,32.3,80.5,clay,kharif,rice
51.0,29.7,74.8,clay_loam,kharif,maize
33.8,17.2,51.1,clay_loam,rabi,chickpea
58.2,23.5,79.3,clay_loam,kharif,maize
40.5,28.0,52.4,loamy,kharif,sunflower
48.0,18.5,40.9,loamy,rabi,mustard
43.8,19.8,47.2,loamy,rabi,chickpea
52.9,23.2,74.1,loamy,kharif,maize
39.7,24.5,43.4,loamy,rabi,chickpea
71.3,29.6,86.2,silty,kharif,rice
84.6,29.6,80.6,clay_loam,kharif,sugarcane
27.8,17.5,56.5,sandy,rabi,mustard
63.5,30.2,77.8,clay_loam,kharif,maize
80.5,26.7,76.8,clay,kharif,sugarcane
53.0,27.7,62.8,loamy,kharif,maize
35.2,33.2,64.4,loamy,kharif,cotton
51.1,27.0,65.9,sandy,kharif,sunflower
29.5,25.2,56.0,loamy,rabi,chickpea
44.0,20.5,64.2,loamy,rabi,chickpea
29.0,16.9,48.8,sandy,rabi,mustard
63.0,29.2,67.0,clay_loam,kharif,maize
44.9,28.2,59.5,sandy,kharif,sunflower
43.3,22.2,49.6,loamy,rabi,mustard
83.8,24.8,80.0,silty,kharif,rice
78.5,30.7,73.5,clay,kharif,sugarcane
71.0,25.4,76.9,clay,kharif,sugarcane
46.2,23.5,61.7,clay_loam,rabi,chickpea
44.7,27.1,56.7,loamy,kharif,sunflower
53.0,26.6,48.8,sandy,kharif,sunflower
83.4,30.4,79.8,clay,kharif,rice
73.0,22.1,81.8,clay_loam,kharif,sugarcane
80.6,29.3,74.5,clay,kharif,sugarcane
31.7,21.6,61.7,loamy,rabi,chickpea
48.8,28.8,53.9,sandy,kharif,sunflower
39.6,29.9,60.0,loamy,kharif,cotton
35.3,18.0,60.2,sandy,rabi,mustard
54.6,21.7,66.2,sandy,kharif,sunflower
84.9,31.3,80.2,silty,kharif,rice
59.2,26.6,75.4,clay_loam,kharif,maize
67.5,34.2,80.1,clay,kharif,sugarcane
72.6,26.6,80.1,silty,kharif,rice
33.0,20.5,62.9,loamy,rabi,chickpea
63.1,25.9,60.0,loamy,kharif,maize
56.6,21.7,73.6,loamy,kharif,maize
48.6,16.7,54.9,clay_loam,rabi,chickpea
76.0,32.1,78.7,clay,kharif,sugarcane
44.9,20.1,51.5,silty,rabi,wheat
40.1,38.2,56.4,loamy,kharif,cotton
49.1,28.8,61.9,clay_loam,kharif,maize
51.2,22.4,66.2,loamy,kharif,sunflower
61.0,22.9,67.8,clay_loam,kharif,maize
61.5,34.8,76.2,clay_loam,kharif,sugarcane
78.0,27.7,81.2,clay_loam,kharif,sugarcane
41.1,22.0,61.4,loamy,rabi,chickpea
56.5,23.9,61.4,loamy,kharif,sunflower
58.8,22.9,64.5,loamy,kharif,maize
59.1,19.3,53.2,loamy,kharif,sunflower
81.8,28.8,70.7,clay_loam,kharif,sugarcane
31.0,27.1,57.9,loamy,rabi,chickpea
33.9,32.7,54.1,sandy,kharif,cotton
71.1,28.4,75.3,clay_loam,kharif,maize
81.6,26.8,77.7,clay,kharif,rice
42.7,23.7,72.5,loamy,kharif,sunflower
54.0,28.4,81.6,loamy,kharif,maize
59.3,32.4,86.7,clay,kharif,sugarcane
38.9,35.8,55.7,loamy,kharif,cotton
28.8,18.3,45.1,loamy,rabi,chickpea
38.4,16.7,49.1,clay_loam,rabi,chickpea
44.8,25.3,55.3,loamy,rabi,wheat
35.7,17.5,43.2,loamy,rabi,chickpea
48.4,34.7,56.9,loamy,kharif,cotton
50.4,18.8,63.2,loamy,rabi,wheat
42.4,21.7,61.4,loamy,rabi,chickpea
62.9,19.3,62.0,loamy,kharif,maize
35.7,9.0,51.7,loamy,rabi,mustard
42.4,30.3,60.3,sandy,kharif,cotton
65.5,22.9,64.2,loamy,kharif,maize
45.6,21.8,59.7,sandy,kharif,sunflower
55.9,23.0,78.1,loamy,kharif,maize
42.9,24.2,53.9,loamy,kharif,sunflower
30.8,32.0,66.3,loamy,kharif,cotton
46.5,15.5,53.9,silty,rabi,wheat
66.5,24.0,65.2,clay_loam,kharif,maize
92.2,27.1,88.1,clay,kharif,rice
77.9,28.6,84.5,silty,kharif,rice
38.4,35.6,58.0,sandy,kharif,cotton
62.9,30.3,79.1,clay,kharif,sugarcane
50.1,18.0,58.0,loamy,rabi,wheat
74.8,28.5,77.5,clay,kharif,rice
43.2,26.3,65.9,clay_loam,rabi,wheat
46.0,19.2,54.3,loamy,rabi,chickpea
42.7,22.3,56.9,clay_loam,rabi,chickpea
40.4,22.9,53.4,loamy,kharif,sunflower
35.7,35.7,52.3,sandy,kharif,cotton
37.0,26.2,68.2,sandy,kharif,sunflower
88.8,30.4,71.8,clay_loam,kharif,sugarcane
43.6,9.8,39.7,sandy,rabi,mustard
46.0,18.6,53.3,silty,rabi,wheat
33.9,21.7,53.5,loamy,rabi,chickpea
45.6,25.6,67.8,loamy,kharif,sunflower
47.1,16.0,60.5,loamy,rabi,wheat
41.3,22.9,60.2,loamy,rabi,chickpea
45.5,20.9,56.4,loamy,rabi,wheat
42.1,35.8,64.4,loamy,kharif,cotton
63.1,18.8,81.5,loamy,kharif,maize
33.0,27.5,57.0,sandy,kharif,cotton
90.5,33.7,88.6,silty,kharif,rice
52.7,38.7,62.9,sandy,kharif,cotton
74.2,32.0,71.7,clay_loam,kharif,sugarcane
51.3,32.8,60.9,sandy,kharif,cotton
46.0,15.4,53.5,clay_loam,rabi,wheat
47.6,31.7,64.2,loamy,kharif,cotton
88.8,33.6,88.1,clay,kharif,rice
56.9,20.0,79.6,clay_loam,kharif,maize
60.4,28.2,66.6,loamy,kharif,sunflower
42.4,21.7,59.1,loamy,rabi,chickpea
34.4,15.8,58.5,clay_loam,rabi,chickpea
47.0,21.5,65.1,clay_loam,rabi,chickpea
29.2,14.4,50.8,loamy,rabi,mustard
48.2,29.4,71.8,clay_loam,kharif,maize
50.0,20.7,51.0,clay_loam,rabi,chickpea
33.1,37.0,61.4,loamy,kharif,cotton
61.4,27.3,67.6,clay_loam,kharif,maize
51.9,22.0,58.1,silty,rabi,wheat
84.5,24.9,78.0,clay,kharif,rice
47.0,22.9,66.3,silty,rabi,wheat
58.7,17.9,59.8,loamy,rabi,wheat
42.7,21.3,49.5,loamy,rabi,chickpea
55.1,16.9,59.9,loamy,rabi,wheat
53.7,29.8,54.2,sandy,kharif,sunflower
61.7,26.2,69.2,clay_loam,kharif,maize
28.2,13.2,55.5,loamy,rabi,mustard
42.4,16.9,49.3,loamy,rabi,chickpea
48.6,19.0,65.2,loamy,rabi,chickpea
50.9,21.9,69.5,loamy,kharif,maize
42.7,17.0,52.6,loamy,rabi,wheat
62.9,24.1,57.0,loamy,kharif,sunflower
36.8,25.4,58.0,sandy,kharif,cotton
26.5,8.9,41.4,sandy,rabi,mustard
31.7,11.8,54.0,sandy,rabi,mustard
59.7,27.7,70.2,loamy,kharif,maize
85.8,35.8,84.5,clay,kharif,rice
45.4,20.9,66.8,loamy,rabi,wheat
78.5,24.7,79.0,clay,kharif,sugarcane
67.7,25.1,63.2,clay_loam,kharif,maize
55.7,23.0,71.2,loamy,kharif,maize
41.6,22.3,67.7,clay_loam,rabi,wheat
30.1,15.1,50.5,loamy,rabi,mustard
45.0,19.9,54.6,clay_loam,rabi,chickpea
72.7,27.9,84.8,clay,kharif,sugarcane
35.8,30.8,58.5,loamy,kharif,cotton
54.6,27.2,74.0,clay_loam,kharif,maize
90.6,25.9,73.5,clay,kharif,rice
65.2,27.2,70.4,loamy,kharif,maize
31.6,17.2,62.6,clay_loam,rabi,chickpea
40.6,29.5,46.5,sandy,kharif,cotton
84.7,34.1,88.4,silty,kharif,rice
49.8,25.5,52.1,loamy,kharif,sunflower
65.1,33.4,82.0,clay_loam,kharif,sugarcane
34.4,22.3,62.3,loamy,rabi,chickpea
36.5,32.0,51.2,loamy,kharif,cotton
63.0,29.7,73.1,loamy,kharif,maize
39.8,24.0,58.1,loamy,rabi,chickpea
30.4,17.5,51.1,loamy,rabi,chickpea
42.7,17.3,53.0,clay_loam,rabi,wheat
38.5,16.0,64.9,clay_loam,rabi,wheat
30.2,21.5,61.3,clay_loam,rabi,chickpea
37.5,17.1,45.2,sandy,rabi,mustard
44.2,17.0,40.7,loamy,rabi,mustard
48.1,24.1,63.2,loamy,rabi,chickpea
42.1,29.0,57.2,loamy,kharif,cotton
30.1,29.1,51.2,loamy,kharif,cotton
37.0,14.2,52.4,sandy,rabi,mustard
37.2,30.9,61.0,sandy,kharif,cotton
55.2,23.7,63.9,silty,rabi,wheat
27.1,17.9,41.6,sandy,rabi,mustard
28.1,21.9,46.9,loamy,rabi,chickpea
72.0,27.7,76.9,clay_loam,kharif,sugarcane
57.1,19.2,64.3,loamy,rabi,wheat
51.2,26.7,71.3,loamy,kharif,maize
45.2,27.0,58.3,loamy,rabi,chickpea
91.9,34.9,77.0,silty,kharif,rice
58.2,14.0,55.8,loamy,rabi,wheat
75.8,36.0,73.4,clay_loam,kharif,sugarcane
37.1,16.4,56.7,clay_loam,rabi,chickpea
66.3,35.9,75.2,clay_loam,kharif,sugarcane
37.1,20.1,59.1,clay_loam,rabi,chickpea
55.9,24.2,69.8,loamy,kharif,maize
24.1,17.8,39.8,loamy,rabi,mustard
93.9,29.1,77.8,clay,kharif,rice
33.5,32.1,61.5,sandy,kharif,cotton
46.0,15.8,63.9,clay_loam,rabi,wheat
40.1,16.6,54.4,clay_loam,rabi,chickpea
55.7,22.2,65.2,clay_loam,rabi,wheat
40.3,33.2,60.2,loamy,kharif,cotton
61.8,23.8,64.2,silty,rabi,wheat
53.7,29.0,67.2,loamy,kharif,sunflower
43.0,33.8,50.7,sandy,kharif,cotton
52.1,22.5,61.7,loamy,rabi,wheat
44.2,21.9,44.7,sandy,rabi,mustard
81.3,24.2,74.7,clay_loam,kharif,sugarcane
42.5,35.6,55.2,loamy,kharif,cotton
46.5,36.9,62.9,loamy,kharif,cotton
41.6,16.8,57.6,loamy,rabi,wheat
51.0,23.8,70.0,loamy,kharif,maize
41.8,17.7,60.9,loamy,rabi,chickpea
45.1,22.2,54.3,loamy,rabi,chickpea
53.2,29.9,58.3,loamy,kharif,sunflower
26.7,16.5,49.5,loamy,rabi,mustard
52.5,28.2,57.8,sandy,kharif,sunflower
64.1,29.0,75.0,clay,kharif,sugarcane
62.5,27.3,78.3,loamy,kharif,maize
41.5,20.8,51.8,loamy,rabi,mustard
42.8,20.6,66.4,silty,rabi,wheat
79.5,31.4,69.7,clay_loam,kharif,sugarcane
30.7,36.3,55.6,sandy,kharif,cotton
78.7,26.9,74.5,clay,kharif,sugarcane
56.0,21.8,57.9,loamy,rabi,wheat
28.5,10.1,44.3,loamy,rabi,mustard
50.1,20.0,52.4,silty,rabi,wheat
92.6,35.9,87.5,silty,kharif,rice
47.7,32.8,58.1,loamy,kharif,cotton
85.4,35.1,77.2,silty,kharif,rice
42.5,15.0,48.1,sandy,rabi,mustard
61.9,26.6,70.5,clay_loam,kharif,maize
83.9,31.2,78.1,silty,kharif,rice
47.7,16.2,48.6,loamy,rabi,chickpea
37.5,13.1,52.8,loamy,rabi,mustard
38.8,37.6,57.2,sandy,kharif,cotton
50.5,30.0,54.1,loamy,kharif,sunflower
69.4,28.8,77.5,clay_loam,kharif,sugarcane
48.4,15.5,48.8,clay_loam,rabi,chickpea
43.8,20.4,60.9,clay_loam,rabi,chickpea
42.4,21.2,65.6,loamy,kharif,sunflower
54.6,28.0,64.4,loamy,kharif,maize
38.4,24.9,64.1,sandy,kharif,sunflower
49.9,19.6,53.7,clay_loam,rabi,wheat
67.8,32.3,77.0,clay_loam,kharif,sugarcane
32.9,35.8,58.6,loamy,kharif,cotton
62.5,26.5,69.9,clay_loam,kharif,maize
93.1,28.7,82.6,silty,kharif,rice
53.4,27.1,54.1,loamy,kharif,sunflower
66.5,32.1,71.2,loamy,kharif,maize
79.6,32.8,86.2,silty,kharif,rice
31.6,19.0,43.6,sandy,rabi,mustard
65.9,32.2,73.5,clay,kharif,sugarcane
51.4,28.3,59.8,loamy,kharif,maize
56.1,28.8,57.0,sandy,kharif,sunflower
85.7,28.9,72.8,clay,kharif,sugarcane
54.6,20.4,55.3,loamy,rabi,wheat
48.7,27.6,60.8,sandy,kharif,sunflower
87.6,29.7,78.4,silty,kharif,rice
58.7,21.8,52.9,silty,rabi,wheat
85.0,30.6,89.2,clay,kharif,rice
64.5,19.4,79.8,loamy,kharif,maize
58.9,24.1,61.5,clay_loam,kharif,maize
86.0,24.3,81.5,clay_loam,kharif,sugarcane
45.9,36.4,52.2,sandy,kharif,cotton
91.8,29.2,86.0,clay,kharif,rice
83.3,26.6,74.5,clay,kharif,sugarcane
37.4,22.4,59.3,loamy,rabi,chickpea
46.2,30.4,65.5,clay_loam,kharif,maize
29.4,18.5,42.5,sandy,rabi,mustard
67.1,27.0,72.1,loamy,kharif,maize
52.2,25.2,56.0,sandy,kharif,sunflower
50.7,24.8,60.1,silty,rabi,wheat
79.0,27.7,81.0,clay,kharif,sugarcane
34.4,19.9,44.5,clay_loam,rabi,chickpea
36.6,15.5,40.9,sandy,rabi,mustard
52.3,20.6,69.7,clay_loam,kharif,maize
74.9,31.7,73.6,clay,kharif,sugarcane
70.7,28.3,79.2,clay,kharif,sugarcane
40.2,20.4,56.4,sandy,kharif,sunflower
26.1,19.9,55.2,sandy,rabi,mustard
38.0,19.6,55.2,loamy,rabi,chickpea
57.7,31.2,63.6,loamy,kharif,maize
88.7,32.9,76.8,clay,kharif,rice
56.0,25.0,66.1,clay_loam,kharif,maize
59.6,23.3,73.1,clay_loam,kharif,maize
38.2,19.7,45.6,loamy,rabi,chickpea
44.9,39.8,52.6,sandy,kharif,cotton
77.5,26.3,77.3,clay,kharif,sugarcane
53.7,25.4,61.7,loamy,kharif,maize
82.5,33.8,79.7,silty,kharif,rice
78.9,27.6,81.7,clay_loam,kharif,sugarcane
88.6,28.4,77.8,clay,kharif,rice
64.3,29.5,66.3,clay_loam,kharif,maize
32.4,38.3,58.6,sandy,kharif,cotton
56.1,23.5,52.4,sandy,kharif,sunflower
52.7,21.6,71.7,loamy,kharif,maize
39.7,12.7,55.2,loamy,rabi,mustard
75.3,36.3,86.0,silty,kharif,rice
67.6,22.3,75.0,loamy,kharif,maize
89.1,31.8,84.3,clay,kharif,rice
35.6,31.5,50.4,sandy,kharif,cotton
74.6,30.8,75.3,clay,kharif,sugarcane
78.4,30.1,86.6,clay,kharif,rice
60.7,30.1,79.9,clay,kharif,sugarcane
59.2,34.1,77.7,clay,kharif,sugarcane
93.1,25.9,76.8,silty,kharif,rice
74.6,30.1,76.9,clay,kharif,sugarcane
75.0,32.5,84.5,clay,kharif,sugarcane
40.1,17.0,46.5,sandy,rabi,mustard
54.7,22.2,63.7,clay_loam,kharif,maize
47.7,32.8,52.6,loamy,kharif,cotton
76.6,27.6,78.0,clay_loam,kharif,sugarcane
76.6,26.9,83.4,silty,kharif,rice
65.6,21.5,61.8,loamy,kharif,maize
45.7,18.8,69.8,clay_loam,kharif,maize
63.0,28.7,69.3,clay_loam,kharif,maize
34.3,17.2,51.9,clay_loam,rabi,chickpea
47.7,36.3,54.7,sandy,kharif,cotton
53.0,22.7,54.9,clay_loam,rabi,wheat
50.1,21.1,54.0,silty,rabi,wheat
78.9,27.8,78.9,clay,kharif,rice
45.8,33.8,54.1,loamy,kharif,cotton
53.8,21.0,69.1,clay_loam,rabi,wheat
87.2,29.6,90.4,clay,kharif,rice
94.0,24.5,81.5,silty,kharif,rice
39.6,20.0,47.4,loamy,rabi,chickpea
38.2,18.9,46.2,loamy,rabi,chickpea
62.5,26.2,79.4,clay_loam,kharif,sugarcane
53.2,30.3,68.3,sandy,kharif,sunflower
38.3,27.9,65.1,loamy,kharif,cotton
48.7,38.6,47.6,loamy,kharif,cotton
88.4,31.0,85.8,silty,kharif,rice
60.0,27.2,64.6,loamy,kharif,maize
46.5,29.8,58.4,sandy,kharif,cotton
42.1,29.6,61.4,loamy,kharif,cotton
39.4,30.3,62.2,loamy,kharif,cotton
75.1,23.5,84.5,clay,kharif,rice
59.2,24.3,64.2,loamy,kharif,sunflower
82.8,26.1,74.0,silty,kharif,rice
44.3,24.2,70.9,clay_loam,rabi,wheat
68.4,23.1,77.1,clay_loam,kharif,maize
25.0,14.1,48.9,loamy,rabi,mustard
46.4,19.1,50.1,clay_loam,rabi,wheat
72.9,32.1,71.7,clay,kharif,sugarcane
46.4,28.0,62.6,sandy,kharif,sunflower
50.1,19.9,66.4,loamy,rabi,wheat
41.0,33.7,58.4,sandy,kharif,cotton
50.1,37.0,60.7,loamy,kharif,cotton
49.2,24.5,62.5,clay_loam,kharif,maize
42.4,26.3,48.7,loamy,rabi,chickpea
37.5,15.3,62.7,loamy,rabi,mustard
84.3,27.6,79.3,clay,kharif,rice
83.9,31.2,86.2,clay,kharif,rice
88.3,31.2,88.2,clay,kharif,rice
89.3,28.8,82.9,silty,kharif,rice
64.3,20.6,66.6,loamy,kharif,maize
80.9,25.5,86.6,silty,kharif,rice
64.7,27.9,75.5,clay_loam,kharif,maize
66.6,31.9,71.0,clay_loam,kharif,sugarcane
